TABLE_NAME	COLUMN_NAME	DATA_TYPE	COLUMN_KEY	EXTRA
user_call_log	customer_hungup	enum		
user_call_log	customer_hungup_seconds	smallint		
user_call_log	xfer_hungup	varchar		
user_call_log	xfer_hungup_datetime	datetime		
user_call_log_archive	user_call_log_id	int	PRI	
user_call_log_archive	user	varchar	MUL	
user_call_log_archive	call_date	datetime	MUL	
user_call_log_archive	call_type	varchar		
user_call_log_archive	server_ip	varchar		
user_call_log_archive	phone_number	varchar		
user_call_log_archive	number_dialed	varchar		
user_call_log_archive	lead_id	int		
user_call_log_archive	callerid	varchar		
user_call_log_archive	group_alias_id	varchar	MUL	
user_call_log_archive	preset_name	varchar		
user_call_log_archive	campaign_id	varchar		
user_call_log_archive	customer_hungup	enum		
user_call_log_archive	customer_hungup_seconds	smallint		
user_call_log_archive	xfer_hungup	varchar		
user_call_log_archive	xfer_hungup_datetime	datetime		
verm_custom_report_holder	custom_report_id	int	PRI	auto_increment
verm_custom_report_holder	user	varchar	MUL	
verm_custom_report_holder	report_name	varchar		
verm_custom_report_holder	report_parameters	text		
verm_custom_report_holder	modify_date	timestamp		on update current_timestamp()
vicidial_3way_press_live	call_date	datetime	MUL	
vicidial_3way_press_live	caller_code	varchar	MUL	
vicidial_3way_press_live	call_3way_id	varchar	MUL	
vicidial_3way_press_live	lead_id	int	MUL	
vicidial_3way_press_live	phone_number	varchar		
vicidial_3way_press_live	dialstring	varchar		
vicidial_3way_press_live	outbound_cid	varchar		
vicidial_3way_press_live	user	varchar		
vicidial_3way_press_live	session_id	varchar		
vicidial_3way_press_live	server_ip	varchar		
vicidial_3way_press_live	session_id_3way	varchar		
vicidial_3way_press_live	status	varchar		
vicidial_3way_press_live	call_channel	varchar		
vicidial_3way_press_live	agent_heartbeat	datetime		
vicidial_3way_press_log	call_date	datetime	MUL	
vicidial_3way_press_log	caller_code	varchar	MUL	
vicidial_3way_press_log	call_3way_id	varchar	MUL	
vicidial_3way_press_log	lead_id	int	MUL	
vicidial_3way_press_log	phone_number	varchar	MUL	
vicidial_3way_press_log	dialstring	varchar		
vicidial_3way_press_log	outbound_cid	varchar		
vicidial_3way_press_log	user	varchar		
vicidial_3way_press_log	session_id	varchar		
vicidial_3way_press_log	server_ip	varchar		
vicidial_3way_press_log	session_id_3way	varchar		
vicidial_3way_press_log	result	text		
vicidial_3way_press_log	call_channel	varchar		
vicidial_3way_press_log	call_transfer	enum		
vicidial_3way_press_log_archive	call_date	datetime	MUL	
vicidial_3way_press_log_archive	caller_code	varchar	MUL	
vicidial_3way_press_log_archive	call_3way_id	varchar	MUL	
vicidial_3way_press_log_archive	lead_id	int	MUL	
vicidial_3way_press_log_archive	phone_number	varchar		
vicidial_3way_press_log_archive	dialstring	varchar		
vicidial_3way_press_log_archive	outbound_cid	varchar		
vicidial_3way_press_log_archive	user	varchar		
vicidial_3way_press_log_archive	session_id	varchar		
vicidial_3way_press_log_archive	server_ip	varchar		
vicidial_3way_press_log_archive	session_id_3way	varchar		
vicidial_3way_press_log_archive	result	text		
vicidial_3way_press_log_archive	call_channel	varchar		
vicidial_3way_press_log_archive	call_transfer	enum		
vicidial_3way_press_multi	user	varchar	PRI	
vicidial_3way_press_multi	call_date	datetime	MUL	
vicidial_3way_press_multi	phone_numbers	varchar		
vicidial_3way_press_multi	phone_numbers_ct	tinyint		
vicidial_3way_press_multi	status	varchar		
vicidial_abandon_check_queue	abandon_check_id	int	PRI	auto_increment
vicidial_abandon_check_queue	lead_id	int	MUL	
vicidial_abandon_check_queue	phone_number	varchar	MUL	
vicidial_abandon_check_queue	call_id	varchar		
vicidial_abandon_check_queue	abandon_time	datetime	MUL	
vicidial_abandon_check_queue	dispo	varchar		
vicidial_abandon_check_queue	check_status	enum		
vicidial_abandon_check_queue	reject_reason	varchar		
vicidial_abandon_check_queue	source	varchar		
vicidial_abandon_check_queue_archive	abandon_check_id	int	PRI	
vicidial_abandon_check_queue_archive	lead_id	int	MUL	
vicidial_abandon_check_queue_archive	phone_number	varchar	MUL	
vicidial_abandon_check_queue_archive	call_id	varchar		
vicidial_abandon_check_queue_archive	abandon_time	datetime	MUL	
vicidial_abandon_check_queue_archive	dispo	varchar		
vicidial_abandon_check_queue_archive	check_status	enum		
vicidial_abandon_check_queue_archive	reject_reason	varchar		
vicidial_abandon_check_queue_archive	source	varchar		
vicidial_admin_log	admin_log_id	int	PRI	auto_increment
vicidial_admin_log	event_date	datetime		
vicidial_admin_log	user	varchar	MUL	
vicidial_admin_log	ip_address	varchar		
vicidial_admin_log	event_section	varchar	MUL	
vicidial_admin_log	event_type	enum		
vicidial_admin_log	record_id	varchar	MUL	
vicidial_admin_log	event_code	varchar		
vicidial_admin_log	event_sql	mediumtext		
vicidial_admin_log	event_notes	mediumtext		
vicidial_admin_log	user_group	varchar		
vicidial_agent_dial_campaigns	campaign_id	varchar	MUL	
vicidial_agent_dial_campaigns	group_id	varchar		
vicidial_agent_dial_campaigns	user	varchar	MUL	
vicidial_agent_dial_campaigns	validate_time	datetime		
vicidial_agent_dial_campaigns	dial_time	datetime		
vicidial_agent_function_log	agent_function_log_id	int	PRI	auto_increment
vicidial_agent_function_log	agent_log_id	int		
vicidial_agent_function_log	user	varchar	MUL	
vicidial_agent_function_log	function	varchar		
vicidial_agent_function_log	event_time	datetime	MUL	
vicidial_agent_function_log	lead_id	int	MUL	
vicidial_agent_function_log	campaign_id	varchar		
vicidial_agent_function_log	user_group	varchar		
vicidial_agent_function_log	caller_code	varchar	MUL	
vicidial_agent_function_log	comments	varchar		
vicidial_agent_function_log	stage	varchar	MUL	
vicidial_agent_function_log	uniqueid	varchar		
vicidial_agent_function_log_archive	agent_function_log_id	int	PRI	
vicidial_agent_function_log_archive	agent_log_id	int		
vicidial_agent_function_log_archive	user	varchar	MUL	
vicidial_agent_function_log_archive	function	varchar		
vicidial_agent_function_log_archive	event_time	datetime	MUL	
vicidial_agent_function_log_archive	lead_id	int	MUL	
vicidial_agent_function_log_archive	campaign_id	varchar		
vicidial_agent_function_log_archive	user_group	varchar		
vicidial_agent_function_log_archive	caller_code	varchar	MUL	
vicidial_agent_function_log_archive	comments	varchar		
vicidial_agent_function_log_archive	stage	varchar	MUL	
vicidial_agent_function_log_archive	uniqueid	varchar		
vicidial_agent_latency_log	user	varchar	MUL	
vicidial_agent_latency_log	log_date	datetime	MUL	
vicidial_agent_latency_log	latency	mediumint		
vicidial_agent_latency_log	web_ip	varchar		
vicidial_agent_latency_log_archive	user	varchar	MUL	
vicidial_agent_latency_log_archive	log_date	datetime	MUL	
vicidial_agent_latency_log_archive	latency	mediumint		
vicidial_agent_latency_log_archive	web_ip	varchar		
vicidial_agent_latency_summary_log	user	varchar	MUL	
vicidial_agent_latency_summary_log	log_date	datetime	MUL	
vicidial_agent_latency_summary_log	web_ip	varchar		
vicidial_agent_latency_summary_log	latency_avg	mediumint		
vicidial_agent_latency_summary_log	latency_peak	mediumint		
vicidial_agent_latency_summary_log	latency_count	smallint		
vicidial_agent_latency_summary_log_archive	user	varchar	MUL	
vicidial_agent_latency_summary_log_archive	log_date	datetime	MUL	
vicidial_agent_latency_summary_log_archive	web_ip	varchar		
vicidial_agent_latency_summary_log_archive	latency_avg	mediumint		
vicidial_agent_latency_summary_log_archive	latency_peak	mediumint		
vicidial_agent_latency_summary_log_archive	latency_count	smallint		
vicidial_agent_log	agent_log_id	int	PRI	auto_increment
vicidial_agent_log	user	varchar	MUL	
vicidial_agent_log	server_ip	varchar		
vicidial_agent_log	event_time	datetime	MUL	
vicidial_agent_log	lead_id	int	MUL	
vicidial_agent_log	campaign_id	varchar	MUL	
vicidial_agent_log	pause_epoch	int		
vicidial_agent_log	pause_sec	smallint		
vicidial_agent_log	wait_epoch	int		
vicidial_agent_log	wait_sec	smallint		
vicidial_agent_log	talk_epoch	int		
vicidial_agent_log	talk_sec	smallint		
vicidial_agent_log	dispo_epoch	int		
vicidial_agent_log	dispo_sec	smallint		
vicidial_agent_log	status	varchar		
vicidial_agent_log	user_group	varchar		
vicidial_agent_log	comments	varchar		
vicidial_agent_log	sub_status	varchar		
vicidial_agent_log	dead_epoch	int		
vicidial_agent_log	dead_sec	smallint		
vicidial_agent_log	processed	enum		
vicidial_agent_log	uniqueid	varchar		
vicidial_agent_log	pause_type	enum		
vicidial_agent_log_archive	agent_log_id	int	PRI	
vicidial_agent_log_archive	user	varchar	MUL	
vicidial_agent_log_archive	server_ip	varchar		
vicidial_agent_log_archive	event_time	datetime	MUL	
vicidial_agent_log_archive	lead_id	int	MUL	
vicidial_agent_log_archive	campaign_id	varchar		
vicidial_agent_log_archive	pause_epoch	int		
vicidial_agent_log_archive	pause_sec	smallint		
vicidial_agent_log_archive	wait_epoch	int		
vicidial_agent_log_archive	wait_sec	smallint		
vicidial_agent_log_archive	talk_epoch	int		
vicidial_agent_log_archive	talk_sec	smallint		
vicidial_agent_log_archive	dispo_epoch	int		
vicidial_agent_log_archive	dispo_sec	smallint		
vicidial_agent_log_archive	status	varchar		
vicidial_agent_log_archive	user_group	varchar		
vicidial_agent_log_archive	comments	varchar		
vicidial_agent_log_archive	sub_status	varchar		
vicidial_agent_log_archive	dead_epoch	int		
vicidial_agent_log_archive	dead_sec	smallint		
vicidial_agent_log_archive	processed	enum		
vicidial_agent_log_archive	uniqueid	varchar		
vicidial_agent_log_archive	pause_type	enum		
vicidial_agent_notifications	notification_id	int	PRI	auto_increment
vicidial_agent_notifications	entry_date	datetime		
vicidial_agent_notifications	recipient	varchar	MUL	
vicidial_agent_notifications	recipient_type	enum		
vicidial_agent_notifications	notification_date	datetime	MUL	
vicidial_agent_notifications	notification_retry	enum		
vicidial_agent_notifications	notification_text	text		
vicidial_agent_notifications	text_size	tinyint		
vicidial_agent_notifications	text_font	varchar		
vicidial_agent_notifications	text_weight	varchar		
vicidial_agent_notifications	text_color	varchar		
vicidial_agent_notifications	show_confetti	enum		
vicidial_agent_notifications	confetti_options	varchar		
vicidial_agent_notifications	notification_status	enum		
vicidial_agent_notifications_archive	notification_id	int	PRI	
vicidial_agent_notifications_archive	entry_date	datetime		
vicidial_agent_notifications_archive	recipient	varchar	MUL	
vicidial_agent_notifications_archive	recipient_type	enum		
vicidial_agent_notifications_archive	notification_date	datetime	MUL	
vicidial_agent_notifications_archive	notification_retry	enum		
vicidial_agent_notifications_archive	notification_text	text		
vicidial_agent_notifications_archive	text_size	tinyint		
vicidial_agent_notifications_archive	text_font	varchar		
vicidial_agent_notifications_archive	text_weight	varchar		
vicidial_agent_notifications_archive	text_color	varchar		
vicidial_agent_notifications_archive	show_confetti	enum		
vicidial_agent_notifications_archive	confetti_options	varchar		
vicidial_agent_notifications_archive	notification_status	enum		
vicidial_agent_notifications_queue	queue_id	int	PRI	auto_increment
vicidial_agent_notifications_queue	notification_id	int		
vicidial_agent_notifications_queue	queue_date	datetime		
vicidial_agent_notifications_queue	user	varchar		
vicidial_agent_skip_log	user_skip_log_id	int	PRI	auto_increment
vicidial_agent_skip_log	user	varchar	MUL	
vicidial_agent_skip_log	event_date	datetime	MUL	
vicidial_agent_skip_log	lead_id	int		
vicidial_agent_skip_log	campaign_id	varchar	MUL	
vicidial_agent_skip_log	previous_status	varchar		
vicidial_agent_skip_log	previous_called_count	smallint		
vicidial_agent_sph	campaign_group_id	varchar	MUL	
vicidial_agent_sph	stat_date	date	MUL	
vicidial_agent_sph	shift	varchar		
vicidial_agent_sph	role	enum		
vicidial_agent_sph	user	varchar		
vicidial_agent_sph	calls	mediumint		
vicidial_agent_sph	sales	mediumint		
vicidial_agent_sph	login_sec	mediumint		
vicidial_agent_sph	login_hours	decimal		
vicidial_agent_sph	sph	decimal		
vicidial_agent_visibility_log	db_time	datetime	MUL	
vicidial_agent_visibility_log	event_start_epoch	int		
vicidial_agent_visibility_log	event_end_epoch	int		
vicidial_agent_visibility_log	user	varchar	MUL	
vicidial_agent_visibility_log	length_in_sec	int		
vicidial_agent_visibility_log	visibility	enum		
vicidial_agent_visibility_log	agent_log_id	int	MUL	
vicidial_agent_visibility_log_archive	db_time	datetime	MUL	
vicidial_agent_visibility_log_archive	event_start_epoch	int		
vicidial_agent_visibility_log_archive	event_end_epoch	int		
vicidial_agent_visibility_log_archive	user	varchar	MUL	
vicidial_agent_visibility_log_archive	length_in_sec	int		
vicidial_agent_visibility_log_archive	visibility	enum		
vicidial_agent_visibility_log_archive	agent_log_id	int	MUL	
vicidial_agent_vmm_overrides	call_date	datetime	MUL	
vicidial_agent_vmm_overrides	caller_code	varchar	MUL	
vicidial_agent_vmm_overrides	lead_id	int	MUL	
vicidial_agent_vmm_overrides	user	varchar		
vicidial_agent_vmm_overrides	vm_message	varchar		
vicidial_ajax_log	user	varchar		
vicidial_ajax_log	start_time	datetime		
vicidial_ajax_log	db_time	datetime	MUL	
vicidial_ajax_log	run_time	varchar		
vicidial_ajax_log	php_script	varchar		
vicidial_ajax_log	action	varchar		
vicidial_ajax_log	lead_id	int		
vicidial_ajax_log	stage	varchar		
vicidial_ajax_log	session_name	varchar		
vicidial_ajax_log	last_sql	text		
vicidial_amd_log	call_date	datetime	MUL	
vicidial_amd_log	caller_code	varchar		
vicidial_amd_log	lead_id	int	MUL	
vicidial_amd_log	uniqueid	varchar		
vicidial_amd_log	channel	varchar		
vicidial_amd_log	server_ip	varchar		
vicidial_amd_log	AMDSTATUS	varchar		
vicidial_amd_log	AMDRESPONSE	varchar		
vicidial_amd_log	AMDCAUSE	varchar		
vicidial_amd_log	run_time	varchar		
vicidial_amd_log	AMDSTATS	varchar		
vicidial_amd_log_archive	call_date	datetime	MUL	
vicidial_amd_log_archive	caller_code	varchar		
vicidial_amd_log_archive	lead_id	int	MUL	
vicidial_amd_log_archive	uniqueid	varchar	MUL	
vicidial_amd_log_archive	channel	varchar		
vicidial_amd_log_archive	server_ip	varchar		
vicidial_amd_log_archive	AMDSTATUS	varchar		
vicidial_amd_log_archive	AMDRESPONSE	varchar		
vicidial_amd_log_archive	AMDCAUSE	varchar		
vicidial_amd_log_archive	run_time	varchar		
vicidial_amd_log_archive	AMDSTATS	varchar		
vicidial_amm_multi	amm_id	int	PRI	auto_increment
vicidial_amm_multi	campaign_id	varchar	MUL	
vicidial_amm_multi	entry_type	enum		
vicidial_amm_multi	active	enum		
vicidial_amm_multi	amm_field	varchar		
vicidial_amm_multi	amm_rank	smallint		
vicidial_amm_multi	amm_wildcard	varchar		
vicidial_amm_multi	amm_filename	varchar		
vicidial_amm_multi	amm_description	varchar		
vicidial_api_log	api_id	int	PRI	auto_increment
vicidial_api_log	user	varchar		
vicidial_api_log	api_date	datetime	MUL	
vicidial_api_log	api_script	varchar		
vicidial_api_log	function	varchar		
vicidial_api_log	agent_user	varchar		
vicidial_api_log	value	varchar		
vicidial_api_log	result	varchar		
vicidial_api_log	result_reason	varchar		
vicidial_api_log	source	varchar		
vicidial_api_log	data	text		
vicidial_api_log	run_time	varchar		
vicidial_api_log	webserver	smallint		
vicidial_api_log	api_url	int		
vicidial_api_log_archive	api_id	int	PRI	
vicidial_api_log_archive	user	varchar		
vicidial_api_log_archive	api_date	datetime	MUL	
vicidial_api_log_archive	api_script	varchar		
vicidial_api_log_archive	function	varchar		
vicidial_api_log_archive	agent_user	varchar		
vicidial_api_log_archive	value	varchar		
vicidial_api_log_archive	result	varchar		
vicidial_api_log_archive	result_reason	varchar		
vicidial_api_log_archive	source	varchar		
vicidial_api_log_archive	data	text		
vicidial_api_log_archive	run_time	varchar		
vicidial_api_log_archive	webserver	smallint		
vicidial_api_log_archive	api_url	int		
vicidial_api_urls	api_id	int	PRI	
vicidial_api_urls	api_date	datetime		
vicidial_api_urls	remote_ip	varchar		
vicidial_api_urls	url	mediumtext		
vicidial_api_urls_archive	api_id	int	PRI	
vicidial_api_urls_archive	api_date	datetime		
vicidial_api_urls_archive	remote_ip	varchar		
vicidial_api_urls_archive	url	mediumtext		
vicidial_areacode_filters	group_id	varchar	MUL	
vicidial_areacode_filters	areacode	varchar		
vicidial_asterisk_output	server_ip	varchar	PRI	
vicidial_asterisk_output	sip_peers	mediumtext		
vicidial_asterisk_output	iax_peers	mediumtext		
vicidial_asterisk_output	asterisk	mediumtext		
vicidial_asterisk_output	update_date	datetime		
vicidial_auto_calls	auto_call_id	int	PRI	auto_increment
vicidial_auto_calls	server_ip	varchar		
vicidial_auto_calls	campaign_id	varchar		
vicidial_auto_calls	status	enum		
vicidial_auto_calls	lead_id	int		
vicidial_auto_calls	uniqueid	varchar	MUL	
vicidial_auto_calls	callerid	varchar	MUL	
vicidial_auto_calls	channel	varchar		
vicidial_auto_calls	phone_code	varchar		
vicidial_auto_calls	phone_number	varchar		
vicidial_auto_calls	call_time	datetime	MUL	
vicidial_auto_calls	call_type	enum		
vicidial_auto_calls	stage	varchar		
vicidial_auto_calls	last_update_time	timestamp	MUL	on update current_timestamp()
vicidial_auto_calls	alt_dial	varchar		
vicidial_auto_calls	queue_priority	tinyint		
vicidial_auto_calls	agent_only	varchar		
vicidial_auto_calls	agent_grab	varchar		
vicidial_auto_calls	queue_position	smallint		
vicidial_auto_calls	extension	varchar		
vicidial_auto_calls	agent_grab_extension	varchar		
vicidial_automated_reports	report_id	varchar	PRI	
vicidial_automated_reports	report_name	varchar		
vicidial_automated_reports	report_last_run	datetime		
vicidial_automated_reports	report_last_length	smallint		
vicidial_automated_reports	report_server	varchar		
vicidial_automated_reports	report_times	varchar	MUL	
vicidial_automated_reports	report_weekdays	varchar		
vicidial_automated_reports	report_monthdays	varchar		
vicidial_automated_reports	report_destination	enum		
vicidial_automated_reports	email_from	varchar		
vicidial_automated_reports	email_to	varchar		
vicidial_automated_reports	email_subject	varchar		
vicidial_automated_reports	ftp_server	varchar		
vicidial_automated_reports	ftp_user	varchar		
vicidial_automated_reports	ftp_pass	varchar		
vicidial_automated_reports	ftp_directory	varchar		
vicidial_automated_reports	report_url	text		
vicidial_automated_reports	run_now_trigger	enum	MUL	
vicidial_automated_reports	active	enum		
vicidial_automated_reports	user_group	varchar		
vicidial_automated_reports	filename_override	varchar		
vicidial_avatar_audio	avatar_id	varchar	MUL	
vicidial_avatar_audio	audio_filename	varchar		
vicidial_avatar_audio	audio_name	text		
vicidial_avatar_audio	rank	smallint		
vicidial_avatar_audio	h_ord	smallint		
vicidial_avatar_audio	level	smallint		
vicidial_avatar_audio	parent_audio_filename	varchar		
vicidial_avatar_audio	parent_rank	varchar		
vicidial_avatar_audio	button_type	varchar		
vicidial_avatar_audio	font_size	varchar		
vicidial_avatars	avatar_id	varchar	PRI	
vicidial_avatars	avatar_name	varchar		
vicidial_avatars	avatar_notes	text		
vicidial_avatars	avatar_api_user	varchar		
vicidial_avatars	avatar_api_pass	varchar		
vicidial_avatars	active	enum		
vicidial_avatars	audio_functions	varchar		
vicidial_avatars	audio_display	varchar		
vicidial_avatars	user_group	varchar		
vicidial_avatars	soundboard_layout	varchar		
vicidial_avatars	columns_limit	smallint		
vicidial_bench_agent_log	lead_id	int	MUL	
vicidial_bench_agent_log	bench_date	datetime	MUL	
vicidial_bench_agent_log	absent_agent	varchar		
vicidial_bench_agent_log	bench_agent	varchar		
vicidial_bench_agent_log	user	varchar		
vicidial_call_menu	menu_id	varchar	PRI	
vicidial_call_menu	menu_name	varchar		
vicidial_call_menu	menu_prompt	varchar		
vicidial_call_menu	menu_timeout	smallint		
vicidial_call_menu	menu_timeout_prompt	varchar		
vicidial_call_menu	menu_invalid_prompt	varchar		
vicidial_call_menu	menu_repeat	tinyint		
vicidial_call_menu	menu_time_check	enum		
vicidial_call_menu	call_time_id	varchar		
vicidial_call_menu	track_in_vdac	enum		
vicidial_call_menu	custom_dialplan_entry	text		
vicidial_call_menu	tracking_group	varchar		
vicidial_call_menu	dtmf_log	enum		
vicidial_call_menu	dtmf_field	varchar		
vicidial_call_menu	user_group	varchar		
vicidial_call_menu	qualify_sql	text		
vicidial_call_menu	alt_dtmf_log	enum		
vicidial_call_menu	question	int		
vicidial_call_menu	answer_signal	enum		
vicidial_call_menu_options	menu_id	varchar	PRI	
vicidial_call_menu_options	option_value	varchar	PRI	
vicidial_call_menu_options	option_description	varchar		
vicidial_call_menu_options	option_route	varchar		
vicidial_call_menu_options	option_route_value	varchar		
vicidial_call_menu_options	option_route_value_context	varchar		
vicidial_call_notes	notesid	int	PRI	auto_increment
vicidial_call_notes	lead_id	int	MUL	
vicidial_call_notes	vicidial_id	varchar		
vicidial_call_notes	call_date	datetime		
vicidial_call_notes	order_id	varchar		
vicidial_call_notes	appointment_date	date		
vicidial_call_notes	appointment_time	time		
vicidial_call_notes	call_notes	text		
vicidial_call_notes_archive	notesid	int	PRI	
vicidial_call_notes_archive	lead_id	int	MUL	
vicidial_call_notes_archive	vicidial_id	varchar		
vicidial_call_notes_archive	call_date	datetime		
vicidial_call_notes_archive	order_id	varchar		
vicidial_call_notes_archive	appointment_date	date		
vicidial_call_notes_archive	appointment_time	time		
vicidial_call_notes_archive	call_notes	text		
vicidial_call_time_holidays	holiday_id	varchar	PRI	
vicidial_call_time_holidays	holiday_name	varchar		
vicidial_call_time_holidays	holiday_comments	varchar		
vicidial_call_time_holidays	holiday_date	date		
vicidial_call_time_holidays	holiday_status	enum		
vicidial_call_time_holidays	ct_default_start	smallint		
vicidial_call_time_holidays	ct_default_stop	smallint		
vicidial_call_time_holidays	default_afterhours_filename_override	varchar		
vicidial_call_time_holidays	user_group	varchar		
vicidial_call_time_holidays	holiday_method	varchar		
vicidial_call_times	call_time_id	varchar	PRI	
vicidial_call_times	call_time_name	varchar		
vicidial_call_times	call_time_comments	varchar		
vicidial_call_times	ct_default_start	smallint		
vicidial_call_times	ct_default_stop	smallint		
vicidial_call_times	ct_sunday_start	smallint		
vicidial_call_times	ct_sunday_stop	smallint		
vicidial_call_times	ct_monday_start	smallint		
vicidial_call_times	ct_monday_stop	smallint		
vicidial_call_times	ct_tuesday_start	smallint		
vicidial_call_times	ct_tuesday_stop	smallint		
vicidial_call_times	ct_wednesday_start	smallint		
vicidial_call_times	ct_wednesday_stop	smallint		
vicidial_call_times	ct_thursday_start	smallint		
vicidial_call_times	ct_thursday_stop	smallint		
vicidial_call_times	ct_friday_start	smallint		
vicidial_call_times	ct_friday_stop	smallint		
vicidial_call_times	ct_saturday_start	smallint		
vicidial_call_times	ct_saturday_stop	smallint		
vicidial_call_times	ct_state_call_times	text		
vicidial_call_times	default_afterhours_filename_override	varchar		
vicidial_call_times	sunday_afterhours_filename_override	varchar		
vicidial_call_times	monday_afterhours_filename_override	varchar		
vicidial_call_times	tuesday_afterhours_filename_override	varchar		
vicidial_call_times	wednesday_afterhours_filename_override	varchar		
vicidial_call_times	thursday_afterhours_filename_override	varchar		
vicidial_call_times	friday_afterhours_filename_override	varchar		
vicidial_call_times	saturday_afterhours_filename_override	varchar		
vicidial_call_times	user_group	varchar		
vicidial_call_times	ct_holidays	text		
vicidial_call_times	modify_stamp	timestamp		on update current_timestamp()
vicidial_callbacks	callback_id	int	PRI	auto_increment
vicidial_callbacks	lead_id	int	MUL	
vicidial_callbacks	list_id	bigint		
vicidial_callbacks	campaign_id	varchar		
vicidial_callbacks	status	varchar	MUL	
vicidial_callbacks	entry_time	datetime		
vicidial_callbacks	callback_time	datetime	MUL	
vicidial_callbacks	modify_date	timestamp		on update current_timestamp()
vicidial_callbacks	user	varchar		
vicidial_callbacks	recipient	enum		
vicidial_callbacks	comments	varchar		
vicidial_callbacks	user_group	varchar		
vicidial_callbacks	lead_status	varchar		
vicidial_callbacks	email_alert	datetime		
vicidial_callbacks	email_result	enum		
vicidial_callbacks	customer_timezone	varchar		
vicidial_callbacks	customer_timezone_diff	varchar		
vicidial_callbacks	customer_time	datetime		
vicidial_callbacks_archive	callback_id	int	PRI	
vicidial_callbacks_archive	lead_id	int	MUL	
vicidial_callbacks_archive	list_id	bigint		
vicidial_callbacks_archive	campaign_id	varchar		
vicidial_callbacks_archive	status	varchar	MUL	
vicidial_callbacks_archive	entry_time	datetime		
vicidial_callbacks_archive	callback_time	datetime	MUL	
vicidial_callbacks_archive	modify_date	timestamp		on update current_timestamp()
vicidial_callbacks_archive	user	varchar		
vicidial_callbacks_archive	recipient	enum		
vicidial_callbacks_archive	comments	varchar		
vicidial_callbacks_archive	user_group	varchar		
vicidial_callbacks_archive	lead_status	varchar		
vicidial_callbacks_archive	email_alert	datetime		
vicidial_callbacks_archive	email_result	enum		
vicidial_callbacks_archive	customer_timezone	varchar		
vicidial_callbacks_archive	customer_timezone_diff	varchar		
vicidial_callbacks_archive	customer_time	datetime		
vicidial_campaign_agents	user	varchar	MUL	
vicidial_campaign_agents	campaign_id	varchar	MUL	
vicidial_campaign_agents	campaign_rank	tinyint		
vicidial_campaign_agents	campaign_weight	tinyint		
vicidial_campaign_agents	calls_today	smallint		
vicidial_campaign_agents	group_web_vars	varchar		
vicidial_campaign_agents	campaign_grade	tinyint		
vicidial_campaign_agents	hopper_calls_today	smallint		
vicidial_campaign_agents	hopper_calls_hour	smallint		
vicidial_campaign_cid_areacodes	campaign_id	varchar	MUL	
vicidial_campaign_cid_areacodes	areacode	varchar	MUL	
vicidial_campaign_cid_areacodes	outbound_cid	varchar		
vicidial_campaign_cid_areacodes	active	enum		
vicidial_campaign_cid_areacodes	cid_description	varchar		
vicidial_campaign_cid_areacodes	call_count_today	mediumint		
vicidial_campaign_dnc	phone_number	varchar	PRI	
vicidial_campaign_dnc	campaign_id	varchar	PRI	
vicidial_campaign_hotkeys	status	varchar		
vicidial_campaign_hotkeys	hotkey	varchar		
vicidial_campaign_hotkeys	status_name	varchar		
vicidial_campaign_hotkeys	selectable	enum		
vicidial_campaign_hotkeys	campaign_id	varchar	MUL	
vicidial_campaign_hour_counts	campaign_id	varchar	MUL	
vicidial_campaign_hour_counts	date_hour	datetime	MUL	
vicidial_campaign_hour_counts	next_hour	datetime		
vicidial_campaign_hour_counts	last_update	datetime		
vicidial_campaign_hour_counts	type	varchar		
vicidial_campaign_hour_counts	calls	mediumint		
vicidial_campaign_hour_counts	hr	tinyint		
vicidial_campaign_hour_counts_archive	campaign_id	varchar	MUL	
vicidial_campaign_hour_counts_archive	date_hour	datetime	MUL	
vicidial_campaign_hour_counts_archive	next_hour	datetime		
vicidial_campaign_hour_counts_archive	last_update	datetime		
vicidial_campaign_hour_counts_archive	type	varchar		
vicidial_campaign_hour_counts_archive	calls	mediumint		
vicidial_campaign_hour_counts_archive	hr	tinyint		
vicidial_campaign_server_stats	campaign_id	varchar	MUL	
vicidial_campaign_server_stats	server_ip	varchar	MUL	
vicidial_campaign_server_stats	update_time	timestamp		on update current_timestamp()
vicidial_campaign_server_stats	local_trunk_shortage	smallint		
vicidial_campaign_stats	campaign_id	varchar	PRI	
vicidial_campaign_stats	update_time	timestamp		on update current_timestamp()
vicidial_campaign_stats	dialable_leads	int		
vicidial_campaign_stats	calls_today	int		
vicidial_campaign_stats	answers_today	int		
vicidial_campaign_stats	drops_today	decimal		
vicidial_campaign_stats	drops_today_pct	varchar		
vicidial_campaign_stats	drops_answers_today_pct	varchar		
vicidial_campaign_stats	calls_hour	int		
vicidial_campaign_stats	answers_hour	int		
vicidial_campaign_stats	drops_hour	int		
vicidial_campaign_stats	drops_hour_pct	varchar		
vicidial_campaign_stats	calls_halfhour	int		
vicidial_campaign_stats	answers_halfhour	int		
vicidial_campaign_stats	drops_halfhour	int		
vicidial_campaign_stats	drops_halfhour_pct	varchar		
vicidial_campaign_stats	calls_fivemin	int		
vicidial_campaign_stats	answers_fivemin	int		
vicidial_campaign_stats	drops_fivemin	int		
vicidial_campaign_stats	drops_fivemin_pct	varchar		
vicidial_campaign_stats	calls_onemin	int		
vicidial_campaign_stats	answers_onemin	int		
vicidial_campaign_stats	drops_onemin	int		
